county_name,state_name,fips,area_ha,farm_cnt,farm_area_mean_ac,farm_area_km2,corn_planted_ac,soy_planted_ac,corn_harvest_ac,corn_harvest_ha,soy_harvest_ac,soy_harvest_ha,corn_yield_bu_per_ac,corn_yield_kg_per_ha,soy_yield_bu_per_ac,soy_yield_kg_per_ha,corn_econ_loss_usd,soy_econ_loss_usd,farm_econ_loss_mean_usd,farm_econ_loss_min_usd,farm_econ_loss_max_usd,econ_loss_mean_usd,econ_loss_min_usd,econ_loss_max_usd,econ_loss_usd_per_ha,econ_loss_usd_per_km2,topsoil_loss_km2,topsoil_loss_frac,topsoil_loss_error_frac,state_econ_loss_usd,state_topsoil_loss_frac
Randolph,Missouri,29175,67340.3392,818,256,673.403392,23180,53233,21440,8683.2,53066,21491.73,157,9846.419753,47,3156.54321,514030.3146,1001923.256,2334.025461,2053.942406,2614.108516,1515953.571,1334039.142,1697868,22.51181965,271.3316077,271.3316077,0.402925811,0.141271631,83119802,0.405604163
St. Charles,Missouri,29183,57258.5744,566,279,572.585744,42980,57860,39840,16135.2,56080,22712.4,161,10097.28395,50,3358.024691,862147.9152,991449.3541,3657.918934,3218.968662,4096.869206,1853597.269,1631165.597,2076028.942,32.37239643,203.0663195,203.0663195,0.354647879,0.132120253,83119802,0.405604163
St. Louis County,Missouri,29189,9374.3296,217,137,93.743296,3800,8825,3125,1265.625,8625,3493.125,158,9909.135802,47,3156.54321,66076.81183,142710.1563,1235.773161,1087.480382,1384.065941,208786.9681,183732.5319,233841.4043,22.2722026,33.10114227,33.10114227,0.353104101,0.133744342,83119802,0.405604163
Scotland,Missouri,29199,69063.6032,674,362,690.636032,47250,56300,44700,18103.5,56200,22761,163,10222.71605,46,3089.382716,1151994.137,1075239.566,4728.02921,4160.665705,5295.392716,2227233.704,1959965.659,2494501.748,32.24902265,288.1145322,288.1145322,0.417172749,0.144437264,83119802,0.405604163
Sullivan,Missouri,29211,77335.9088,798,405,773.359088,15850,33166,15250,6176.25,32800,13284,141,8842.962963,37,2484.938272,362049.2046,537539.2209,1907.975141,1679.018124,2136.932158,899588.4255,791637.8144,1007539.037,11.63222156,343.574264,343.574264,0.44426227,0.153042799,83119802,0.405604163
Warren,Missouri,29219,34296.4784,621,219,342.964784,17733,30475,16600,6723,30350,12291.75,167,10473.58025,48,3223.703704,404451.477,559110.6279,2491.892605,2192.865492,2790.919717,963562.1049,847934.6523,1079189.558,28.09507418,132.0237867,132.0237867,0.384948522,0.137413843,83119802,0.405604163
Worth,Missouri,29227,38189.6528,384,326,381.896528,13860,25040,12980,5256.9,24900,10084.5,144,9031.111111,43,2887.901235,312158.7543,470394.3377,2705.457556,2380.802649,3030.112463,782553.092,688646.7209,876459.463,20.49123348,168.2847781,168.2847781,0.440655428,0.148322607,83119802,0.405604163
Butler,Nebraska,31023,106931.6752,840,441,1069.316752,147500,119400,144280,58433.4,118940,48170.7,189,11853.33333,57,3828.148148,3202371.588,2094413.962,8847.073435,7785.424623,9908.722248,5296785.549,4661171.284,5932399.815,49.53429879,331.3377713,331.3377713,0.309859329,0.119287975,45372299,0.329326869
Cass,Nebraska,31025,101464.9088,731,472,1014.649088,125720,131140,124806,50546.43,130470,52840.35,183,11477.03704,53,3559.506173,3127016.685,2490497.584,10583.40308,9313.394706,11853.41144,5617514.27,4943412.557,6291615.982,55.36410899,366.5390955,366.5390955,0.361247154,0.134649328,45372299,0.329326869
Johnson,Nebraska,31097,39106.6816,587,337,391.066816,58360,56475,57540,23303.7,56025,22690.125,151,9470.123457,47,3156.54321,1116244.079,889913.9913,7001.629211,6161.433705,7841.824716,2006158.07,1765419.102,2246897.039,51.29962421,132.5635479,132.5635479,0.33897928,0.128780746,45372299,0.329326869
Lancaster,Nebraska,31109,114350.1744,1836,266,1143.501744,136940,136400,134500,54472.5,135700,54958.5,163,10222.71605,48,3223.703704,2956939.023,2311050.914,4963.0056,4367.444928,5558.566272,5267989.937,4635831.145,5900148.73,46.06892788,406.9397382,406.9397382,0.35587155,0.133315628,45372299,0.329326869
Merrick,Nebraska,31121,87566.3568,492,478,875.663568,123500,65960,121840,49345.2,65160,26389.8,183,11477.03704,60,4029.62963,2192600.091,1011362.21,7083.257597,6233.266685,7933.248508,3203962.302,2819486.826,3588437.778,36.58896429,227.2042857,227.2042857,0.259465272,0.107415778,45372299,0.329326869
Nance,Nebraska,31125,53302.9008,355,586,533.029008,81000,50500,79700,32278.5,50200,20331,180,11288.88889,59,3962.469136,1728667.572,938841.6233,11877.02635,10451.78319,13302.26951,2667509.195,2347408.092,2987610.298,50.04435321,169.4697907,169.4697907,0.317937276,0.120650969,45372299,0.329326869
Nemaha,Nebraska,31127,72291.5504,451,562,722.915504,84220,86820,83396,33775.38,85980,34821.9,170,10661.7284,50,3358.024691,1889781.697,1507442.967,10696.16437,9412.624647,11979.7041,3397224.664,2989557.704,3804891.624,46.99338505,254.2528474,254.2528474,0.351704793,0.131894995,45372299,0.329326869
Otoe,Nebraska,31131,106790.9584,897,432,1067.909584,133480,133560,131854,53400.87,132440,53638.2,162,10160,48,3223.703704,2907122.12,2275995.031,8491.713067,7472.707499,9510.718635,5183117.152,4561143.093,5805091.21,48.53516842,383.4866289,383.4866289,0.359100278,0.133770822,45372299,0.329326869
Polk,Nebraska,31143,88893.1264,466,526,888.931264,124300,85100,117280,47498.4,84740,34319.7,197,12355.06173,64,4298.271605,2364896.194,1460314.108,9167.014184,8066.972482,10267.05589,3825210.302,3366185.065,4284235.538,43.03156449,240.0771736,240.0771736,0.270073945,0.109942895,45372299,0.329326869
Sarpy,Nebraska,31153,33450.4752,396,232,334.504752,31000,31200,30592,12389.76,30966,12541.23,194,12166.91358,57,3828.148148,811693.3276,635035.9164,4063.759302,3576.108186,4551.410419,1446729.244,1273121.735,1620336.753,43.24988615,120.7106135,120.7106135,0.360863673,0.13444866,45372299,0.329326869
Saunders,Nebraska,31155,143780.2464,1204,390,1437.802464,182020,171240,179540,72713.7,170440,69028.2,185,11602.46914,56,3760.987654,4248512.846,3211585.492,8195.301942,7211.865709,9178.738175,7460098.338,6564886.538,8355310.139,51.88541907,485.2482749,485.2482749,0.337493005,0.12774445,45372299,0.329326869
Adams,Wisconsin,55001,45156.7152,313,378,451.567152,27600,12650,24425,9892.125,12550,5082.75,126,7902.222222,45,3022.222222,397056.8562,191672.4835,1995.90635,1756.397588,2235.415112,588729.3398,518081.819,659376.8605,13.03747044,153.7201201,153.7201201,0.340414752,0.131607821,76507501,0.388855857
Crawford,Wisconsin,55023,41474.7584,1105,196,414.747584,37760,20800,32760,13267.8,20560,8326.8,160,10034.5679,44,2955.061728,917801.7998,416693.5369,2554.137599,2247.641087,2860.634111,1334495.337,1174355.896,1494634.777,32.17608464,191.6150797,191.6150797,0.462004089,0.148017874,76507501,0.388855857
Grant,Wisconsin,55043,156006.3392,2436,241,1560.063392,162200,69680,138200,55971,69220,28034.1,189,11853.33333,58,3895.308642,4531569.262,1832290.424,3981.533878,3503.749812,4459.317943,6363859.686,5600196.524,7127522.848,40.79231471,714.1374542,714.1374542,0.457761818,0.148716003,76507501,0.388855857
Green,Wisconsin,55045,108076.2272,1545,196,1080.762272,110500,56925,92950,37644.75,56750,22983.75,184,11539.75309,53,3559.506173,2622018.148,1213014.968,2816.76125,2478.7499,3154.7726,3835033.117,3374829.143,4295237.091,35.48452066,437.1791505,437.1791505,0.404510004,0.142192318,76507501,0.388855857
Iowa,Wisconsin,55049,101886.6192,1588,221,1018.866192,78300,42250,65260,26430.3,42125,17060.625,178,11163.45679,54,3626.666667,1938602.552,998645.4562,2580.303331,2270.666932,2889.939731,2937248.008,2584778.247,3289717.769,28.82859428,448.6417129,448.6417129,0.440334282,0.14713511,76507501,0.388855857
Juneau,Wisconsin,55057,49712.0624,827,218,497.120624,43040,27000,39120,15843.6,26725,10823.625,160,10034.5679,44,2955.061728,888356.4795,439030.593,2357.476214,2074.579068,2640.373359,1327387.073,1168100.624,1486673.521,26.70150882,186.1619917,186.1619917,0.374480524,0.137388931,76507501,0.388855857
Lafayette,Wisconsin,55065,121003.1904,1252,294,1210.031904,138800,58300,122820,49742.1,57920,23457.6,196,12292.34568,59,3962.469136,3971225.357,1482982.007,5367.068989,4723.020711,6011.117268,5454207.364,4799702.48,6108712.247,45.07490543,526.6923127,526.6923127,0.435271426,0.146575724,76507501,0.388855857
Monroe,Wisconsin,55081,70860.3488,1926,175,708.603488,60920,23675,44740,18119.7,23550,9537.75,155,9720.987654,44,2955.061728,1089090.565,428090.7601,1517.49502,1335.395618,1699.594423,1517181.325,1335119.566,1699243.084,21.41086448,293.6299787,293.6299787,0.414378399,0.146297916,76507501,0.388855857
Richland,Wisconsin,55103,55737.0688,1260,181,557.370688,44780,17020,34040,13786.2,16680,6755.4,155,9720.987654,43,2887.901235,848127.787,303291.6772,1514.338763,1332.618111,1696.059415,1151419.464,1013249.128,1289589.8,20.65805556,236.3986315,236.3986315,0.424131797,0.149045242,76507501,0.388855857
Rock,Wisconsin,55105,129244.4464,1509,234,1292.444464,159900,96240,146840,59470.2,95560,38701.8,188,11790.61728,53,3559.506173,3535024.591,1706075.213,3843.097651,3381.925933,4304.26937,5241099.804,4612167.827,5870031.78,40.55183762,436.679591,436.679591,0.337871068,0.130590942,76507501,0.388855857
Sauk,Wisconsin,55111,94492.224,1665,200,944.92224,85800,35480,71580,28989.9,34980,14166.9,168,10536.2963,49,3290.864198,1736322.048,651030.204,2046.470326,1800.893886,2292.046765,2387352.252,2100869.982,2673834.522,25.26506575,359.9864591,359.9864591,0.3809694,0.141971167,76507501,0.388855857
Vernon,Wisconsin,55123,80056.9408,2228,155,800.569408,65560,31425,51540,20873.7,31325,12686.625,161,10097.28395,45,3022.222222,1452829.297,649237.8643,1648.292637,1450.49752,1846.087753,2102067.161,1849819.102,2354315.22,26.25715072,369.8316535,369.8316535,0.461960762,0.149835581,76507501,0.388855857
Hancock,Illinois,17067,91965.608,1090,354,919.65608,171000,149500,168740,68339.7,149240,60442.2,212,13295.80247,61,4096.790123,5665502.477,3792761.657,14744.98302,12975.58506,16514.38099,9458264.134,8323272.438,10593255.83,102.8456652,499.9602345,384.3003363,0.417873969,0.125303254,359492969,0.313723646
Schuyler,Missouri,29197,36350.6992,516,309,363.506992,9540,23100,8520,3450.6,22900,9274.5,108,6773.333333,38,2552.098765,150591.02,374637.0732,1808.209227,1591.22412,2025.194335,525228.0931,462200.7219,588255.4643,14.44891308,156.9673345,156.9673345,0.431813797,0.149453591,83119802,0.405604163
Callaway,Missouri,29027,91282.2416,1417,223,912.822416,32750,58340,31850,12899.25,57020,23093.1,181,11351.60494,38,2552.098765,866437.8791,856675.1652,1704.854656,1500.272097,1909.437215,1723113.044,1516339.479,1929886.61,18.87676085,361.9899435,361.9899435,0.39656119,0.140037578,83119802,0.405604163
DeKalb,Missouri,29063,78970.6288,863,281,789.706288,38050,50420,36800,14904,49820,20177.1,127,7964.938272,37,2484.938272,758274.9162,786749.627,2226.54322,1959.358034,2493.728407,1545024.543,1359621.598,1730427.488,19.56454655,338.066032,338.066032,0.428090845,0.147894021,83119802,0.405604163
Harrison,Missouri,29081,109893.7696,1051,381,1098.937696,55600,67100,54300,21991.5,66240,26827.2,147,9219.259259,37,2484.938272,1331707.348,1075646.648,3380.234928,2974.606736,3785.863119,2407353.996,2118471.516,2696236.475,21.90619181,483.7550289,483.7550289,0.440202416,0.149150434,83119802,0.405604163
Mercer,Missouri,29129,60729.0928,567,400,607.290928,20200,26000,19200,7776,25500,10327.5,149,9344.691358,35,2350.617284,485585.7242,398513.0855,2358.408476,2075.399458,2641.417493,884098.8097,778006.9525,990190.6669,14.55807701,271.9793909,271.9793909,0.447856832,0.150390374,83119802,0.405604163
Howard,Missouri,29089,55549.6368,765,318,555.496368,34100,44060,33000,13365,43720,17706.6,126,7902.222222,40,2686.419753,681408.3795,753909.2604,3327.736588,2928.408198,3727.064979,1435317.64,1263079.523,1607555.757,25.83847029,240.195573,240.195573,0.432398098,0.14526725,83119802,0.405604163
Macon,Missouri,29121,105346.4848,1291,299,1053.464848,30880,81240,30000,12150,79560,32221.8,111,6961.481481,33,2216.296296,521340.1501,1081288.544,1842.209753,1621.144582,2063.274923,1602628.694,1410313.251,1794944.137,15.21292995,435.1688273,435.1688274,0.413083387,0.146005145,83119802,0.405604163
