county_name,state_name,fips,area_ha,farm_cnt,farm_area_mean_ac,farm_area_km2,corn_planted_ac,soy_planted_ac,corn_harvest_ac,corn_harvest_ha,soy_harvest_ac,soy_harvest_ha,corn_yield_bu_per_ac,corn_yield_kg_per_ha,soy_yield_bu_per_ac,soy_yield_kg_per_ha,corn_econ_loss_usd,soy_econ_loss_usd,farm_econ_loss_mean_usd,farm_econ_loss_min_usd,farm_econ_loss_max_usd,econ_loss_mean_usd,econ_loss_min_usd,econ_loss_max_usd,econ_loss_usd_per_ha,econ_loss_usd_per_km2,topsoil_loss_km2,topsoil_loss_frac,topsoil_loss_error_frac,state_econ_loss_usd,state_topsoil_loss_frac
Traverse,Minnesota,27155,129176.2032,458,761,1291.762032,136500,150600,130620,52901.1,149700,60628.5,179,11226.17284,46,3089.382716,5992333.435,4642680.966,25374.36875,22329.4445,28419.293,10635014.4,9358812.673,11911216.13,82.32951688,379.7945515,379.7945515,0.294012784,0.118129996,548010849,0.331224973
Waseca,Minnesota,27161,89813.3344,805,288,898.133344,115100,84360,111740,45254.7,83300,33736.5,195,12229.62963,56,3760.987654,6222793.158,3504540.344,12632.82548,11116.88643,14148.76454,9727333.501,8560053.481,10894613.52,108.306117,294.2495866,294.2495866,0.327623497,0.128043946,548010849,0.331224973
Watonwan,Minnesota,27165,97709.9216,503,471,977.099216,130200,101300,127600,51678,100320,40629.6,189,11853.33333,56,3760.987654,6425747.378,3937700.384,20232.12633,17804.27117,22659.98149,10363447.76,9119834.03,11607061.49,106.0634129,298.6639386,298.6639386,0.305663881,0.121050475,548010849,0.331224973
Wilkin,Minnesota,27167,168546.1984,391,1136,1685.461984,110625,170100,108700,44023.5,169000,68445,167,10473.58025,41,2753.580247,4622696.905,4641687.662,25288.95989,22254.28471,28323.63508,9264384.567,8152658.419,10376110.72,54.96644039,492.3810377,492.3810377,0.29213417,0.11748906,548010849,0.331224973
Yellow Medicine,Minnesota,27173,158273.4736,885,446,1582.734736,195700,173000,188500,76342.5,171520,69465.6,183,11477.03704,51,3425.185185,9566260.467,6381468.792,18200.38615,16016.33981,20384.43248,15947729.26,14034001.75,17861456.77,100.7605943,503.5247762,503.5247762,0.318135923,0.124537169,548010849,0.331224973
Barnes,North Dakota,38003,286482.9936,855,1096,2864.829936,161800,371800,158680,64265.4,369800,149769,149,9344.691358,37,2484.938272,6843807.9,10418709.52,26746.74031,23537.13147,29956.34914,17262517.42,15191015.33,19334019.51,60.25669169,951.308004,951.308004,0.33206439,0.128525059,148557442,0.317019159
Benson,North Dakota,38005,241086.7232,563,1425,2410.867232,58075,186300,54225,21961.125,184920,74892.6,127,7964.938272,31,2081.975309,2077605.873,4549476.328,15864.22829,13960.5209,17767.93569,6627082.201,5831832.337,7422332.065,27.48837478,834.3843137,834.3843137,0.346093017,0.132953954,148557442,0.317019159
Cass,North Dakota,38017,401456.4912,968,1144,4014.564912,265600,493000,262100,106150.5,491200,198936,164,10285.4321,40,2686.419753,11002266.64,13229565.92,27965.90144,24609.99326,31321.80961,24231832.56,21324012.66,27139652.47,60.35979763,1178.80708,1178.80708,0.293632587,0.117572715,148557442,0.317019159
Cavalier,North Dakota,38019,308891.6272,667,1410,3088.916272,7366,137600,7066,2861.73,136100,55120.5,109,6836.049383,30,2014.814815,214582.4775,2992467.57,5928.894694,5217.427331,6640.362057,3207050.047,2822204.042,3591896.053,10.38244408,987.263804,987.263804,0.319614945,0.124312474,148557442,0.317019159
Grand Forks,North Dakota,38035,313133.448,970,842,3131.33448,108260,213000,107020,43343.1,212100,85900.5,142,8905.679012,35,2350.617284,3935122.751,5056728.706,9792.346634,8617.265038,10967.42823,8991851.457,7912829.282,10070873.63,28.71571694,930.1808779,930.1808779,0.297055739,0.11839861,148557442,0.317019159
Griggs,North Dakota,38039,143977.808,456,977,1439.77808,37766,125600,36000,14580,123740,50114.7,148,9281.975309,36,2417.777778,1480428.774,3256055.975,13016.97806,11454.94069,14579.01543,4736484.749,4168106.579,5304862.918,32.89732504,458.9356689,458.9356689,0.318754449,0.125237745,148557442,0.317019159
Nelson,North Dakota,38063,174749.6352,603,929,1747.496352,26280,142600,24000,9720,141760,57412.8,121,7588.641975,31,2081.975309,857559.8937,3413808.823,9196.477698,8092.900374,10300.05502,4271368.717,3758804.471,4783932.963,24.44279046,591.9936954,591.9936954,0.33876677,0.1299307,148557442,0.317019159
Pembina,North Dakota,38067,245033.0368,584,1185,2450.330368,34960,171500,34060,13794.3,170180,68922.9,132,8278.518519,33,2216.296296,1108950.823,3643947.575,9309.090698,8191.999814,10426.18158,4752898.398,4182550.59,5323246.206,19.39696973,693.3480671,693.3480671,0.282961055,0.114595366,148557442,0.317019159
Ramsey,North Dakota,38071,225603.7392,573,1219,2256.037392,50920,156200,49940,20225.7,155600,63018,123,7714.074074,29,1947.654321,1758136.349,3397523.29,11282.27482,9928.401839,12636.1478,5155659.639,4536980.482,5774338.796,22.85272246,740.7610712,740.7610712,0.328346096,0.126896998,148557442,0.317019159
Ransom,North Dakota,38073,149627.9616,548,915,1496.279616,109125,144100,103475,41907.375,143460,58101.3,181,11351.60494,43,2887.901235,5409978.041,4687450.805,25007.72352,22006.7967,28008.65034,10097428.85,8885737.384,11309120.31,67.48356883,495.8236133,495.8236133,0.33137096,0.128424829,148557442,0.317019159
Richland,North Dakota,38077,293555.616,854,1017,2935.55616,272200,322300,267400,108297,321200,130086,172,10787.16049,41,2753.580247,11842949.97,8920421.723,29132.88278,25636.93685,32628.82872,20763371.7,18271767.09,23254976.3,70.73062331,867.1483303,867.1483303,0.295394904,0.118068697,148557442,0.317019159
Sargent,North Dakota,38081,157283.9056,537,955,1572.839056,136300,182600,133600,54108,181880,73661.4,172,10787.16049,42,2820.740741,6753479.999,5905856.594,31130.42553,27394.77447,34866.0766,12659336.59,11140216.2,14178456.98,80.48717092,530.2857439,530.2857439,0.337151943,0.129652455,148557442,0.317019159
Steele,North Dakota,38091,151131.024,355,1200,1511.31024,79600,171100,78975,31984.875,170360,68995.8,165,10348.14815,38,2552.098765,3804790.053,4972379.818,28225.2078,24838.18286,31612.23273,8777169.871,7723909.486,9830430.255,58.07655925,506.2251266,506.2251266,0.334957782,0.128828315,148557442,0.317019159
Towner,North Dakota,38095,209233.6624,529,1220,2092.336624,15366,127100,14233,5764.365,126380,51183.9,116,7275.061728,31,2081.975309,471627.641,2944020.331,8065.966267,7098.050315,9033.882219,3415647.972,3005770.215,3825525.728,16.32456237,685.6608024,685.6608024,0.327700999,0.126933717,148557442,0.317019159
Traill,North Dakota,38097,199919.0352,468,1170,1999.190352,110600,207300,108950,44124.75,205700,83308.5,149,9344.691358,39,2619.259259,4018923.169,5224575.961,21909.02961,19279.94606,24538.11317,9243499.13,8134279.234,10352719.03,46.23621318,567.7841987,567.7841987,0.284007072,0.114910538,148557442,0.317019159
Walsh,North Dakota,38099,271257.5184,962,834,2712.575184,42160,131200,40760,16507.8,130480,52844.4,134,8403.950617,32,2149.135802,1449435.673,2914807.289,5434.357558,4782.234651,6086.480465,4364242.962,3840533.807,4887952.118,16.08892903,825.7996805,825.7996805,0.30443384,0.120238138,148557442,0.317019159
Beadle,South Dakota,46005,263782.1152,754,1053,2637.821152,208600,210200,184140,74576.7,209140,84701.7,151,9470.123457,44,2955.061728,7631402.176,6643929.018,23079.38547,20309.85922,25848.91173,14275331.19,12562291.45,15988370.94,54.11788886,830.5342673,830.5342673,0.314856171,0.12334117,237282203,0.321224866
Brookings,South Dakota,46011,140349.5776,1023,439,1403.495776,141300,131300,126360,51175.8,130940,53030.7,190,11916.04938,52,3492.345679,6599911.257,4923869.186,14598.3378,12846.53726,16350.13834,11523780.44,10140926.79,12906634.1,82.10769594,442.6076763,442.6076763,0.315360889,0.123734057,237282203,0.321224866
Brown,South Dakota,46013,354634.6752,1056,1022,3546.346752,312600,350400,301600,122148,349500,141547.5,160,10034.5679,41,2753.580247,12887162.06,10066835.12,26790.63734,23575.76086,30005.51383,22953997.18,20199517.52,25708476.84,64.72575522,1086.475961,1086.475961,0.306364842,0.120972654,237282203,0.321224866
Clay,South Dakota,46027,91076.7536,461,561,910.767536,97300,97900,94500,38272.5,95800,38799,183,11477.03704,53,3559.506173,4464296.174,3448001.357,19738.44576,17369.83226,22107.05925,7912297.531,6962821.827,8861773.235,86.87505009,269.7184138,269.7184138,0.29614408,0.118183833,237282203,0.321224866
Codington,South Dakota,46029,98317.7664,713,518,983.177664,98000,104160,79550,32217.75,103820,42047.1,170,10661.7284,44,2955.061728,3752144.829,3334111.637,15120.62162,13306.14702,16935.09621,7086256.467,6235905.691,7936607.243,72.07503512,312.9359414,312.9359414,0.318290328,0.124751632,237282203,0.321224866
Davison,South Dakota,46035,90179.744,427,645,901.79744,73650,75566,68750,27843.75,75166,30442.23,129,8090.37037,46,3089.382716,2391100.555,2452283.336,14029.90185,12346.31363,15713.49007,4843383.891,4262177.824,5424589.958,53.70811311,278.9185376,278.9185376,0.309291782,0.121797006,237282203,0.321224866
Day,South Dakota,46037,117308.0608,693,823,1173.080608,123333,158800,117500,47587.5,156940,63560.7,152,9532.839506,40,2686.419753,5366836.894,4962340.147,29348.96052,25827.08526,32870.83578,10329177.04,9089675.796,11568678.29,88.05172441,404.387527,404.387527,0.344722711,0.13151667,237282203,0.321224866
Hanson,South Dakota,46061,89404.0912,370,741,894.040912,87300,82866,82400,33372,82466,33398.73,146,9156.54321,47,3156.54321,3208350.719,2719133.343,19896.93738,17509.3049,22284.56987,5927484.061,5216185.974,6638782.149,66.29991963,273.5219073,273.5219073,0.305938916,0.120769028,237282203,0.321224866
Hutchinson,South Dakota,46067,171362.1456,802,640,1713.621456,159400,161400,151120,61203.6,160960,65188.8,161,10097.28395,49,3290.864198,6699869.519,5713319.556,18776.01729,16522.89521,21029.13936,12413189.07,10923606.39,13902771.76,72.4383383,541.3353264,541.3353264,0.315901347,0.123254403,237282203,0.321224866
Kingsbury,South Dakota,46077,168359.2992,518,1006,1683.592992,146600,153500,137760,55792.8,153150,62025.75,175,10975.30864,50,3358.024691,6815920.281,5695164.506,30276.86204,26643.63859,33910.08548,12511084.79,11009754.61,14012414.96,74.31181317,546.0512213,546.0512213,0.324336834,0.125955323,237282203,0.321224866
Lake,South Dakota,46079,111210.6592,502,521,1112.106592,124700,113700,116500,47182.5,113320,45894.6,182,11414.32099,53,3559.506173,6126666.33,4565257.713,20286.26976,17851.91739,22720.62213,10691924.04,9408893.158,11974954.93,96.14118036,368.6432483,368.6432483,0.331481938,0.128227223,237282203,0.321224866
Lincoln,South Dakota,46083,125647.3536,899,407,1256.473536,139500,130800,134640,54529.2,130360,52795.8,172,10787.16049,51,3425.185185,6525672.749,4928255.523,15026.24777,13223.09804,16829.3975,11453928.27,10079456.88,12828399.66,91.15932763,406.1711204,406.1711204,0.323262774,0.125291241,237282203,0.321224866
McCook,South Dakota,46087,124215.9392,568,639,1242.159392,124500,115500,118180,47862.9,115140,46631.7,171,10724.44444,51,3425.185185,5861763.102,4480644.794,21547.66505,18961.94524,24133.38485,10342407.9,9101318.948,11583496.84,83.26151992,413.3314468,413.3314468,0.332752342,0.128071544,237282203,0.321224866
Marshall,South Dakota,46091,103341.9984,518,1027,1033.419984,109750,104900,97150,39345.75,104480,42314.4,172,10787.16049,43,2887.901235,4570679.119,3232712.251,31407.40105,27638.51293,35176.28918,7803391.37,6866984.405,8739798.334,75.51035872,324.2793477,324.2793477,0.31379241,0.123148217,237282203,0.321224866
Miner,South Dakota,46097,131177.8448,486,735,1311.778448,84725,86000,77750,31488.75,85700,34708.5,162,10160,51,3425.185185,3682350.357,3361372.488,15983.95065,14065.87657,17902.02473,7043722.845,6198476.104,7888969.586,53.69597935,439.9498157,439.9498158,0.335384238,0.128707504,237282203,0.321224866
Minnehaha,South Dakota,46099,157993.3664,1157,353,1579.933664,168200,142900,156240,63277.2,142540,57728.7,185,11602.46914,55,3693.82716,8914945.551,6360776.393,13822.69166,12163.96866,15481.41466,15275721.94,13442635.31,17108808.58,96.68584379,559.0189667,559.0189667,0.353824328,0.133175127,237282203,0.321224866
Moody,South Dakota,46101,113526.5632,513,496,1135.265632,133800,101580,126040,51046.2,101220,40994.1,191,11978.76543,56,3760.987654,6768273.278,4192242.845,19394.12607,17066.83094,21721.4212,10960516.12,9645254.188,12275778.06,96.54582869,366.1563485,366.1563485,0.322529229,0.125258992,237282203,0.321224866
Sanborn,South Dakota,46111,112602.4224,402,896,1126.024224,66350,60200,59775,24208.875,59375,24046.875,156,9783.703704,49,3290.864198,2672820.29,2193720.164,15683.23454,13801.24639,17565.22268,4866540.454,4282555.6,5450525.308,43.21879006,370.2595456,370.2595456,0.328820231,0.126907752,237282203,0.321224866
Spink,South Dakota,46115,334255.0352,675,1400,3342.550352,262500,324100,249200,100926,322100,130450.5,156,9783.703704,42,2820.740741,9719698.299,8897666.258,31580.81283,27791.11529,35370.51037,18617364.56,16383280.81,20851448.3,55.69808259,958.7183953,958.7183953,0.286822424,0.115261056,237282203,0.321224866
Turner,South Dakota,46125,137576.0368,794,484,1375.760368,150700,135700,138820,56222.1,134920,54642.6,175,10975.30864,52,3492.345679,6836428.013,5193675.133,17140.63636,15083.76,19197.51272,12030103.15,10586490.77,13473715.52,87.44330355,444.1349036,444.1349036,0.32282868,0.125415628,237282203,0.321224866
Union,South Dakota,46127,94500.9984,527,547,945.009984,124000,107800,112920,45732.6,104880,42476.4,184,11539.75309,53,3559.506173,6068465.632,4270853.76,24238.06267,21329.49515,27146.63019,10339319.39,9098601.065,11580037.72,109.4096313,316.6354638,316.6354638,0.335060443,0.128142544,237282203,0.321224866
Yankton,South Dakota,46135,101050.9312,692,474,1010.509312,97260,85000,92960,37648.8,84650,34283.25,176,11038.02469,53,3559.506173,4694716.902,3386564.928,15352.29467,13510.01931,17194.57004,8081281.83,7111528.01,9051035.65,79.97236378,332.6395619,332.6395619,0.329180105,0.126898438,237282203,0.321224866
Columbia,Wisconsin,55021,112527.5184,1564,197,1125.275184,126900,48475,111440,45133.2,48275,19551.375,184,11539.75309,52,3492.345679,6238925.295,2009242.859,5848.170345,5146.389904,6549.950786,8248168.153,7258387.975,9237948.332,73.2991207,392.7738397,392.7738397,0.349046922,0.134370447,76507501,0.388855857
Dane,Wisconsin,55025,185830.0528,2749,183,1858.300528,192100,83900,163120,66063.6,83280,33728.4,186,11665.18519,54,3626.666667,9651762.032,3763369.608,5350.385831,4708.339532,5992.432131,13415131.64,11805315.84,15024947.44,72.19032357,678.1649701,678.1649701,0.364938265,0.137827346,76507501,0.388855857
Fond du Lac,Wisconsin,55039,122199.0464,1399,226,1221.990464,106916,51600,70266,28457.73,51260,20760.3,176,11038.02469,51,3425.185185,3685814.017,2049652.537,4296.00123,3780.481083,4811.521378,5735466.554,5047210.567,6423722.54,46.93544445,417.8075551,417.8075551,0.341907378,0.132103547,76507501,0.388855857
Jefferson,Wisconsin,55055,86488.5824,1225,186,864.885824,83250,53040,77400,31347,52700,21343.5,175,10975.30864,51,3425.185185,4036900.407,2107200.038,5351.401002,4709.232882,5993.569123,6144100.445,5406808.392,6881392.499,71.03943983,295.7064235,295.7064235,0.341902267,0.133131016,76507501,0.388855857
Kenosha,Wisconsin,55059,35184.1856,359,213,351.841856,31275,24633,25375,10276.875,24400,9882,169,10599.01235,47,3156.54321,1337070.864,940600.7101,5584.421949,4914.291315,6254.552583,2277671.574,2004350.985,2550992.163,64.73566277,125.8467854,125.8467854,0.357679973,0.136022438,76507501,0.388855857
Milwaukee,Wisconsin,55079,5581.6448,82,56,55.816448,1250,2100,1200,486,2100,850.5,135,8466.666667,39,2619.259259,53050.25947,70552.49033,502.2373271,441.9688479,562.5058064,123602.7498,108770.4198,138435.0798,22.14450296,20.96851369,20.96851369,0.37566908,0.14052755,76507501,0.388855857
Ozaukee,Wisconsin,55089,31004.6992,416,156,310.046992,17050,12000,10900,4414.5,11900,4819.5,158,9909.135802,50,3358.024691,570101.8972,518133.6704,2217.558142,1951.451165,2483.665119,1088235.568,957647.2995,1218823.836,35.09905258,117.7414494,117.7414494,0.379753561,0.142074053,76507501,0.388855857
Racine,Wisconsin,55101,45982.68,575,191,459.8268,35340,36220,32760,13267.8,35960,14563.8,176,11038.02469,49,3290.864198,1782419.442,1432930.284,5409.066588,4759.978597,6058.154579,3215349.725,2829507.758,3601191.693,69.92523545,163.0724452,163.0724452,0.354638845,0.135780333,76507501,0.388855857
Waukesha,Wisconsin,55133,53668.4448,557,166,536.684448,23760,19800,21940,8885.7,19680,7970.4,175,10975.30864,48,3223.703704,1226128.505,793566.9947,2530.055211,2226.448585,2833.661836,2019695.499,1777332.039,2262058.959,37.63283074,196.6134761,196.6134761,0.366348376,0.139116028,76507501,0.388855857
Benton,Indiana,18007,93618.04,381,667,936.1804,125400,106100,123100,49855.5,105980,42921.9,194,12166.91358,60,4029.62963,5755935.842,4031691.337,28242.21345,24853.14783,31631.27906,9787627.179,8613111.918,10962142.44,104.5485163,258.8502925,258.8502925,0.276496167,0.112959756,336724056,0.298003895
Fountain,Indiana,18045,65538.1552,460,466,655.381552,94500,87025,93200,37746,86600,35073,186,11665.18519,57,3828.148148,4292957.096,3215706.382,21622.67238,19027.95169,24217.39306,7508663.478,6607623.861,8409703.096,114.5693445,186.1893596,186.1893596,0.284093074,0.114149806,336724056,0.298003895
Lake,Indiana,18089,46212.3248,430,309,462.123248,54250,49960,53375,21616.875,49860,20193.3,170,10661.7284,51,3425.185185,2337739.275,1723406.246,10997.75998,9678.028782,12317.49118,4061145.521,3573808.059,4548482.984,87.88013887,136.5840653,136.5840653,0.295557659,0.118272641,336724056,0.298003895
Newton,Indiana,18111,76349.8672,348,552,763.498672,111200,75820,105400,42687,75700,30658.5,180,11288.88889,55,3693.82716,4516917.327,2607615.436,20861.34008,18357.97927,23364.70089,7124532.763,6269588.831,7979476.694,93.31427839,208.5308271,208.5308271,0.27312533,0.111912252,336724056,0.298003895
Parke,Indiana,18121,51047.1392,574,308,510.471392,59500,64325,57300,23206.5,63550,25737.75,178,11163.45679,55,3693.82716,2752319.12,2481180.479,12788.70374,11254.05929,14323.34819,5233499.598,4605479.647,5861519.55,102.5228775,158.0259919,158.0259919,0.309568752,0.120527878,336724056,0.298003895
Vermillion,Indiana,18165,34918.856,270,438,349.18856,44000,35800,42860,17358.3,35640,14434.2,190,11916.04938,58,3895.308642,2014229.05,1345007.559,17065.13472,15017.31856,19112.95089,3359236.609,2956128.216,3762345.002,96.20122174,99.08229302,99.08229302,0.283750112,0.113974924,336724056,0.298003895
Warren,Indiana,18171,63978.624,413,426,639.78624,88000,74900,86340,34967.7,74680,30245.4,202,12668.64198,63,4231.111111,4467510.685,3170319.217,20596.79797,18125.18222,23068.41373,7637829.902,6721290.314,8554369.491,119.3809655,188.0052754,188.0052754,0.293856391,0.117412458,336724056,0.298003895
Adams,Indiana,18001,67847.2864,1476,142,678.472864,60200,81460,56800,23004,81120,32853.6,161,10097.28395,53,3559.506173,2241213.672,2771844.171,4249.262893,3739.351346,4759.174441,5013057.842,4411490.901,5614624.784,73.88737426,190.7543664,190.7543664,0.281152536,0.114243216,336724056,0.298003895
Allen,Indiana,18003,95741.4704,1725,157,957.414704,75600,105200,73400,29727,104960,42508.8,162,10160,51,3425.185185,2950768.82,3494411.595,4280.452295,3766.79802,4794.106571,6445180.416,5671758.766,7218602.065,67.31858607,272.5568858,272.5568858,0.284680071,0.115066085,336724056,0.298003895
Blackford,Indiana,18009,35419.4144,263,335,354.194144,29500,45100,29240,11842.2,45020,18233.1,165,10348.14815,53,3559.506173,1244769.654,1619440.471,10971.43234,9654.860462,12288.00422,2864210.125,2520504.91,3207915.34,80.8655415,104.8339646,104.8339646,0.29597882,0.118575882,336724056,0.298003895
Boone,Indiana,18011,85872.024,607,365,858.72024,95800,102180,95240,38572.2,101960,41293.8,179,11226.17284,57,3828.148148,4151610.666,3723101.122,13555.97802,11929.26066,15182.69538,7874711.787,6929746.373,8819677.202,91.70287855,239.8992303,239.8992303,0.279368319,0.113370636,336724056,0.298003895
Carroll,Indiana,18015,75228.2256,491,416,752.282256,93000,81060,91800,37179,80860,32748.3,188,11790.61728,61,4096.790123,4204477.961,3161047.852,16495.72058,14516.23411,18475.20704,7365525.812,6481662.715,8249388.91,97.90907274,210.2448286,210.2448286,0.27947599,0.113223144,336724056,0.298003895
Cass,Indiana,18017,76127.5968,688,291,761.275968,98200,80700,94300,38191.5,80380,32553.9,177,11100.74074,56,3760.987654,4351514.625,3087077.025,11515.8662,10133.96226,12897.77015,7438591.65,6545960.652,8331222.648,97.71215647,227.6829777,227.6829777,0.299080737,0.119450708,336724056,0.298003895
Clinton,Indiana,18023,88186.232,597,374,881.86232,107200,104540,106500,43132.5,103640,41974.2,189,11853.33333,61,4096.790123,4979760.082,4114434.901,15620.32625,13745.8871,17494.76539,9094194.984,8002891.586,10185498.38,103.1248844,250.2826521,250.2826521,0.283811482,0.114805322,336724056,0.298003895
DeKalb,Indiana,18033,49206.1456,924,174,492.061456,45000,72220,42750,17313.75,71980,29151.9,159,9971.851852,47,3156.54321,1970969.372,2580550.016,6518.404711,5736.196146,7300.613276,4551519.388,4005337.062,5097701.715,92.49900257,163.6812503,163.6812503,0.332643917,0.129048251,336724056,0.298003895
Delaware,Indiana,18035,68771.2272,610,287,687.712272,68400,88300,67440,27313.2,88080,35672.4,166,10410.8642,53,3559.506173,2848980.681,3125165.193,10097.31648,8885.638501,11308.99446,5974145.874,5257248.369,6691043.379,86.86984539,200.7722023,200.7722023,0.291942154,0.117233022,336724056,0.298003895
Elkhart,Indiana,18039,44582.296,1724,100,445.82296,55800,39300,42900,17374.5,39100,15835.5,168,10536.2963,53,3559.506173,1853566.516,1402006.984,2957.468291,2602.572096,3312.364486,3255573.5,2864904.68,3646242.32,73.02390842,131.5336848,131.5336848,0.29503569,0.118488829,336724056,0.298003895
Fayette,Indiana,18041,29609,347,225,296.09,35000,36940,34580,14004.9,36880,14936.4,182,11414.32099,56,3760.987654,1831220.998,1580808.529,10500.90144,9240.793267,11761.00961,3412029.528,3002585.984,3821473.071,115.2362298,98.83279486,98.83279486,0.333793086,0.126918294,336724056,0.298003895
Fulton,Indiana,18049,68345.1632,653,289,683.451632,95200,66400,91200,36936,66180,26802.9,176,11038.02469,52,3492.345679,4350593.121,2453731.383,11652.79479,10254.45941,13051.13016,6804324.504,5987805.563,7620843.444,99.55824502,212.5111403,212.5111403,0.310938083,0.123233289,336724056,0.298003895
Grant,Indiana,18053,77474.3472,500,367,774.743472,69750,108200,69200,28026,108000,43740,173,10849.87654,54,3626.666667,2987308.423,3828259.152,13075.70729,11506.62241,14644.79216,6815567.574,5997699.466,7633435.683,87.97192646,221.7781443,221.7781443,0.286260101,0.115319208,336724056,0.298003895
Hamilton,Indiana,18057,57182.5616,598,219,571.825616,50800,59480,50480,20444.4,59300,24016.5,170,10661.7284,58,3895.308642,2170331.014,2288212.45,6915.578831,6085.709371,7745.448291,4458543.464,3923518.248,4993568.679,77.97033464,165.9030115,165.9030115,0.290128681,0.116482813,336724056,0.298003895
Hancock,Indiana,18059,57340.8416,604,275,573.408416,63200,73720,62920,25482.6,73620,29816.1,171,10724.44444,53,3559.506173,2661598.528,2539132.442,10101.55058,8889.364511,11313.73665,5200730.97,4576643.253,5824818.686,90.69854618,162.7251723,162.7251723,0.283785811,0.114453268,336724056,0.298003895
Hendricks,Indiana,18063,61883.3072,694,315,618.833072,67300,66420,67020,27143.1,66340,26867.7,183,11477.03704,57,3828.148148,3197454.17,2593313.891,11937.90812,10505.35914,13370.45709,5790768.061,5095875.894,6485660.228,93.57560743,185.0782075,185.0782075,0.299076142,0.118827033,336724056,0.298003895
Henry,Indiana,18065,71728.8096,702,251,717.288096,74600,87180,71300,28876.5,86920,35202.6,179,11226.17284,55,3693.82716,3381636.06,3332135.554,9514.844276,8373.062962,10656.62559,6713771.614,5908119.02,7519424.208,93.59937313,218.027303,218.027303,0.303960576,0.120741309,336724056,0.298003895
Howard,Indiana,18067,59566.8528,476,303,595.668528,62600,70300,62320,25239.6,70200,28431,190,11916.04938,58,3895.308642,2862438.738,2589263.261,11231.1727,9883.431974,12578.91342,5451701.999,4797497.759,6105906.239,91.52241126,165.1934274,165.1934274,0.277324417,0.112956328,336724056,0.298003895
Huntington,Indiana,18069,63516.4928,695,272,635.164928,64000,92600,61125,24755.625,92440,37438.2,164,10285.4321,53,3559.506173,2585894.313,3324603.101,10250.88708,9020.780628,11480.99353,5910497.415,5201237.725,6619757.105,93.05453048,187.9608994,187.9608994,0.295924556,0.118209805,336724056,0.298003895
Jasper,Indiana,18073,106819.7008,615,460,1068.197008,160400,98940,150300,60871.5,98600,39933,159,9971.851852,51,3425.185185,5777187.779,3197889.245,15653.07558,13774.70651,17531.44464,8975077.024,7898067.781,10052086.27,84.02080287,296.2406761,296.2406761,0.277327753,0.113414071,336724056,0.298003895
Jay,Indiana,18075,76273.6192,836,210,762.736192,73400,97080,71500,28957.5,96880,39236.4,157,9846.419753,53,3559.506173,2922064.348,3516009.415,7178.867075,6317.403026,8040.331124,6438073.764,5665504.912,7210642.615,84.40760818,227.7673084,227.7673084,0.298618724,0.119118625,336724056,0.298003895
Johnson,Indiana,18081,39038.9936,562,257,390.389936,45875,48200,45075,18255.375,48133,19493.865,168,10536.2963,57,3828.148148,1986288.425,1893088.99,10343.12007,9101.945663,11584.29448,3879377.415,3413852.126,4344902.705,99.37186023,117.4705121,117.4705121,0.300905585,0.118964346,336724056,0.298003895
Kosciusko,Indiana,18085,85816.68,1247,204,858.1668,106800,83040,102100,41350.5,82880,33566.4,171,10724.44444,53,3559.506173,4805630.591,3180607.593,7688.750004,6766.100004,8611.400005,7986238.184,7027889.602,8944586.766,93.06160741,270.9774764,270.9774764,0.315763178,0.123989154,336724056,0.298003895
LaGrange,Indiana,18087,35075.944,2419,84,350.75944,46400,34400,39340,15932.7,34180,13842.9,143,8968.395062,50,3358.024691,1600634.611,1279145.13,2793.085391,2457.915144,3128.255638,2879779.741,2534206.172,3225353.309,82.10127547,114.4890977,114.4890977,0.326403468,0.12657032,336724056,0.298003895
LaPorte,Indiana,18091,89779.5584,731,312,897.795584,120400,85840,115800,46899,85720,34716.6,155,9720.987654,54,3626.666667,4451531.803,3019959.324,10515.73026,9253.842627,11777.61789,7471491.127,6574912.192,8368070.062,83.22040406,255.4345514,255.4345514,0.284513041,0.114756643,336724056,0.298003895
Madison,Indiana,18095,86523.7776,737,278,865.237776,84800,97920,83940,33995.7,97820,39617.1,176,11038.02469,56,3760.987654,3616682.124,3527770.634,9296.796307,8181.18075,10412.41186,7144452.758,6287118.427,8001787.089,82.57213169,242.9948858,242.9948858,0.280841744,0.113756365,336724056,0.298003895
Marion,Indiana,18097,7892.5312,231,87,78.925312,7000,8566,6900,2794.5,8500,3442.5,172,10787.16049,50,3358.024691,316551.0618,298202.3869,2744.472872,2415.136127,3073.809616,614753.4487,540983.0349,688523.8626,77.89053133,24.14990899,24.14990899,0.305984333,0.121140294,336724056,0.298003895
Marshall,Indiana,18099,73225.8592,878,235,732.258592,90000,66900,85800,34749,66340,26867.7,172,10787.16049,51,3425.185185,3937591.054,2374742.182,8204.428358,7219.896955,9188.959761,6312333.236,5554853.248,7069813.225,86.20360765,224.1363551,224.1363551,0.306089075,0.121654512,336724056,0.298003895
Miami,Indiana,18103,66099.7136,666,263,660.997136,65000,87280,62800,25434,87160,35299.8,168,10536.2963,51,3425.185185,2906997.522,3221952.119,9876.367619,8691.203505,11061.53173,6128949.641,5393475.684,6864423.598,92.72278664,208.9335906,208.9335906,0.316088496,0.123956485,336724056,0.298003895
